name,country_mb
KMFDM,Germany
Liza Minnelli,United States of America
Prong,United States of America
Cocteau Twins,United Kingdom
Fishbone,United States of America
Bahamadia,United States of America
Lee Roy Parnell,United States of America
Alun Francis,United Kingdom
Emmy Verhey,Netherlands
Eduardo Marturet,Venezuela
Berliner Symphoniker,Germany
Johannes Brahms,Germany
The D.O.C.,United States of America
Lush,United Kingdom
Clannad,Ireland
Gary Chapman,United States of America
Linda Davis,United States of America
For Squirrels,United States of America
Frank Black,United States of America
Phyllis Hyman,United States of America
Diego & Victor Hugo,Brazil
Mandy Patinkin,United States of America
Top Authority,United States of America
Antonio Sánchez,Mexico
Jamal,United States of America
Edwyn Collins,United Kingdom
Emilio,Hungary
RBX,United States of America
Ron Kenoly,United States of America
Urge Overkill,United States of America
Angus MacRae,United Kingdom
October Project,United States of America
Brother Cane,United States of America
Ty England,United States of America
Elastica,United Kingdom
Sir Georg Solti,Hungary
Bushwick Bill,United States of America
South Circle,United States of America
Devi Sri Prasad,India
Confederate Railroad,United States of America
Funkdoobiest,United States of America
Buffalo Tom,United States of America
Christophe Beck,Canada
George Bassman,United States of America
Los Angeles Philharmonic,United States of America
Michael Levine,United States of America
Lari White,United States of America
Fight,United States of America
Morphine,United States of America
The Stone Roses,United Kingdom
King Tee,United States of America
Mike Watt,United States of America
Da Lench Mob,United States of America
Paris,United States of America
Laurie Anderson,United States of America
Sugar,United States of America
The Jesus and Mary Chain,United Kingdom
Dada,United Kingdom
The Samples,United Kingdom
Big Daddy Kane,United States of America
Hal Ketchum,United States of America
Caetano Veloso,Brazil
Angela Winbush,United States of America
Pride & Glory,United States of America
DFC,United States of America
Jimmie Vaughan,United States of America
Sir Yes Sir,Belgium
Boy Howdy,United States of America
Kalmah,Finland
Nicola Piovani,Italy
Suzy Bogguss,United States of America
Sandy & Junior,Brazil
Sam Phillips,United States of America
2 Low,United States of America
Doug Supernaw,United States of America
Paul Haslinger,United States of America
Casual,United States of America
Kristin Hersh,United States of America
José Carreras,Spain
Boy George,United Kingdom
Leaders of the New School,United States of America
Ottmar Liebert,United States of America
Ricky Van Shelton,United States of America
Steve Angello,Sweden
Laidback Luke,Netherlands
Elliott Murphy,United States of America
Duff McKagan,United States of America
Led Zepagain,United States of America
The Connells,United States of America
Poor Righteous Teachers,United States of America
Guru,United States of America
Poison Clan,United States of America
Carlene Carter,United States of America
George Lynch,United States of America
Nemesis,United States of America
Heavy Young Heathens,United States of America
Greg Saunier,United States of America
K.T. Oslin,United States of America
Front 242,Belgium
Max Steiner,United States of America
Michelle Wright,Canada
Kathy Mattea,United States of America
Gazebo,Italy
Ricky Lynn Gregg,United States of America
Hothouse Flowers,Ireland
The Kentucky Headhunters,United States of America
Black 47,United States of America
Hollywood Bowl Orchestra,United States of America
John Mauceri,United States of America
Joe Sample,United States of America
Infectious Grooves,United States of America
Bass Outlaws,United States of America
Mark Collie,United States of America
Marty Stuart,United States of America
Chris Miller,United States of America
Richard Band,United States of America
Mother Love Bone,United States of America
Mel Tormé,United States of America
Mudhoney,United States of America
Arc Angels,United States of America
Najee,United States of America
Techmaster P.E.B.,United States of America
Angelo Badalamenti,United States of America
Earl Klugh,United States of America
Ron C,United States of America
AMG,United States of America
K-Solo,United States of America
Little Village,United States of America
The Sugarcubes,Iceland
The Charlatans,United Kingdom
Boogie Down Productions,United States of America
Andreas Vollenweider,Switzerland
Yngwie Malmsteen,United States of America
OH MY GIRL BANHANA,South Korea
Candy Dulfer,Netherlands
Take 6,United States of America
Doc Severinsen,United States of America
Willard White,United Kingdom
Jerry Hadley,United States of America
Kiri Te Kanawa,New Zealand
Sally Burgess,United Kingdom
Royal Liverpool Philharmonic Orchestra,United Kingdom
Carl Davis,United States of America
Royal Liverpool Philharmonic Choir,United Kingdom
James Galway,United Kingdom
Tim Dog,United States of America
Nitzer Ebb,United Kingdom
Keith Whitley,United States of America
Holly Dunn,United States of America
Dangerous Toys,United States of America
Matoma,Norway
Shenandoah,United States of America
Terminator X,United States of America
The Rudeboyz,Colombia
Material Issue,United States of America
Roger McGuinn,United States of America
Danny Gatton,United States of America
Tanita Tikaram,United Kingdom
Ed O.G. & Da Bulldogs,United States of America
Hoodoo Gurus,Australia
Tuck & Patti,United States of America
Phil Perry,United States of America
Robert Johnson,United States of America
Daniel Ash,United Kingdom
Sevn Alias,Netherlands
Strunz & Farah,United States of America
Blastoyz,Israel
Seven Lions,United States of America
Fiora,Germany
Hindu Love Gods,United States of America
Timur Mynbaev,Kazakhstan
Collegium Musicum,Slovakia
The Pogues,United Kingdom
The Neville Brothers,United States of America
Dread Zeppelin,United States of America
The Waterboys,United Kingdom
Carl Stalling,United States of America
Texas Tornados,United States of America
Jeremy Rubolino,United States of America
Johnny Van Zant,United States of America
Julee Cruise,United States of America
Indecent Obsession,Australia
Scatterbrain,United States of America
Sacred Reich,United States of America
Helix,Canada
Kid Sensation,United States of America
Revenge,United Kingdom
Shinehead,United Kingdom
Baton Rouge,France
Love/Hate,United States of America
Babylon A.D.,United States of America
Alex Bugnon,Switzerland
D.O.A.,Canada
John Cale,United States of America
Julia Fordham,United Kingdom
The Notting Hillbillies,United States of America
Killer Dwarfs,Canada
Hurricane,United States of America
The Beloved,United Kingdom
Dianne Reeves,United States of America
Sam Kinison,United States of America
